"account_id","ip_drift","velocity_drift","foreign_pct_drift","spend_ratio_drift","drift_signals_positive","pre_crime_verdict"
"ACC0049976","-9.97","0.17","33.33","0.27",3,"🟢 No clear drift"
"ACC0004397","-9.97","0.33","46.67","0.51",3,"🟢 No clear drift"
"ACC0015566","-10.31","0.43","14.29","0.21",3,"🟢 No clear drift"
"ACC0004780","-10.66","0.46","17.27","0.01",3,"🟢 No clear drift"
"ACC0032575","-11.03","0.68","25.00","1.78",3,"🟢 No clear drift"
"ACC0044717","-11.07","0.08","8.33","0.91",3,"🟢 No clear drift"
"ACC0009600","-11.11","0.33","11.11","0.59",3,"🟢 No clear drift"
"ACC0021089","-11.70","0.40","40.00","0.92",3,"🟢 No clear drift"
"ACC0038345","-12.13","0.37","13.33","1.59",3,"🟢 No clear drift"
"ACC0017269","-12.35","0.57","11.90","0.93",3,"🟢 No clear drift"
"ACC0013448","-12.43","0.80","10.71","2.58",3,"🟢 No clear drift"
"ACC0031412","-12.55","0.14","28.57","1.01",3,"🟢 No clear drift"
"ACC0000862","-12.88","0.48","11.90","0.04",3,"🟢 No clear drift"
"ACC0040382","-12.99","0.63","8.89","0.34",3,"🟢 No clear drift"
"ACC0045837","-13.08","0.01","12.64","0.60",3,"🟢 No clear drift"
"ACC0042907","-13.73","0.43","21.43","0.05",3,"🟢 No clear drift"
"ACC0030164","-13.74","0.57","13.33","0.15",3,"🟢 No clear drift"
"ACC0034701","-13.87","0.83","16.67","1.31",3,"🟢 No clear drift"
"ACC0018871","-14.05","0.67","16.67","2.98",3,"🟢 No clear drift"
"ACC0033136","-14.50","0.50","16.67","7.93",3,"🟢 No clear drift"
"ACC0018010","-15.13","0.33","33.33","8.10",3,"🟢 No clear drift"
"ACC0025808","-16.18","0.49","6.36","6.55",3,"🟢 No clear drift"
"ACC0031361","-17.77","0.02","42.86","0.45",3,"🟢 No clear drift"
"ACC0002036","-18.26","0.80","20.00","0.66",3,"🟢 No clear drift"
"ACC0032115","-19.70","1.14","28.57","0.10",3,"🟢 No clear drift"
"ACC0033645","-20.52","0.19","26.19","0.87",3,"🟢 No clear drift"
"ACC0048435","-23.33","0.17","33.33","1.92",3,"🟢 No clear drift"
"ACC0001948","32.15","-0.67","50.00","-5.62",2,"🟢 No clear drift"
"ACC0018717","32.07","-0.17","16.67","-1.32",2,"🟢 No clear drift"
"ACC0011401","31.92","-1.20","60.00","-2.06",2,"🟢 No clear drift"
"ACC0040256","28.78","-0.23","30.00","-1.50",2,"🟢 No clear drift"
"ACC0035943","23.54","0.00","60.00","-1.03",2,"🟢 No clear drift"
"ACC0020661","22.80","-0.66","47.78","-0.54",2,"🟢 No clear drift"
"ACC0006675","22.58","-0.72","11.11","-0.48",2,"🟢 No clear drift"
"ACC0000501","22.09","-0.39","23.21","-2.32",2,"🟢 No clear drift"
"ACC0049880","20.66","-0.20","20.00","-1.62",2,"🟢 No clear drift"
"ACC0033007","20.59","-0.33","30.00","-4.02",2,"🟢 No clear drift"
"ACC0006058","20.58","-0.50","23.21","-1.11",2,"🟢 No clear drift"
"ACC0017378","20.43","-0.50","66.67","-2.53",2,"🟢 No clear drift"
"ACC0015316","20.26","0.00","57.14","-1.76",2,"🟢 No clear drift"
"ACC0010608","20.15","-0.33","-33.33","0.81",2,"🟢 No clear drift"
"ACC0027227","19.08","-0.78","11.11","-1.95",2,"🟢 No clear drift"
"ACC0023451","19.07","-0.47","16.67","-1.21",2,"🟢 No clear drift"
"ACC0005665","18.94","0.20","0.00","-2.25",2,"🟢 No clear drift"
"ACC0014815","18.79","-0.36","18.18","-0.41",2,"🟢 No clear drift"
"ACC0004379","18.46","-0.10","26.19","-0.61",2,"🟢 No clear drift"
"ACC0036273","18.42","0.07","-3.33","-0.04",2,"🟢 No clear drift"
"ACC0027177","18.40","0.33","0.00","-8.29",2,"🟢 No clear drift"
"ACC0028904","18.20","-0.20","20.00","-0.46",2,"🟢 No clear drift"
"ACC0040534","18.06","-0.06","31.82","-1.19",2,"🟢 No clear drift"
"ACC0043147","18.05","-0.83","16.67","-1.21",2,"🟢 No clear drift"
"ACC0035593","17.94","-0.86","0.00","4.67",2,"🟢 No clear drift"
"ACC0037221","17.78","-1.07","30.00","-0.18",2,"🟢 No clear drift"
"ACC0004357","17.57","0.17","0.00","-0.42",2,"🟢 No clear drift"
"ACC0005230","17.56","-0.18","45.45","-5.89",2,"🟢 No clear drift"
"ACC0006689","17.46","-0.08","61.82","-1.11",2,"🟢 No clear drift"
"ACC0032838","17.41","1.10","-6.67","-5.65",2,"🟢 No clear drift"
"ACC0020931","17.32","-0.07","10.00","-0.23",2,"🟢 No clear drift"
"ACC0004371","17.32","0.00","33.33","-0.65",2,"🟢 No clear drift"
"ACC0009902","17.13","0.50","-16.67","-0.05",2,"🟢 No clear drift"
"ACC0013294","17.09","-0.86","42.86","-4.84",2,"🟢 No clear drift"
"ACC0012942","17.09","-0.83","13.33","-5.69",2,"🟢 No clear drift"
"ACC0022536","17.03","-0.50","33.33","-1.33",2,"🟢 No clear drift"
"ACC0037841","17.01","-0.14","14.29","-3.07",2,"🟢 No clear drift"
"ACC0017199","16.87","-0.61","-25.00","4.17",2,"🟢 No clear drift"
"ACC0008350","16.84","0.00","40.00","-1.13",2,"🟢 No clear drift"
"ACC0039110","16.80","-0.17","0.00","2.61",2,"🟢 No clear drift"
"ACC0002500","16.80","-1.00","66.67","-5.82",2,"🟢 No clear drift"
"ACC0014187","16.78","-1.10","-2.78","2.20",2,"🟢 No clear drift"
"ACC0023422","16.73","-0.81","31.94","-8.21",2,"🟢 No clear drift"
"ACC0019070","16.66","-0.20","20.00","-0.58",2,"🟢 No clear drift"
"ACC0037299","16.44","-0.40","0.00","0.94",2,"🟢 No clear drift"
"ACC0011896","16.28","-1.07","22.73","-0.31",2,"🟢 No clear drift"
"ACC0049642","16.08","-0.50","26.19","-12.52",2,"🟢 No clear drift"
"ACC0030176","16.01","0.00","0.00","0.17",2,"🟢 No clear drift"
"ACC0019861","16.00","-0.13","-12.50","3.49",2,"🟢 No clear drift"
"ACC0036156","15.96","0.05","-1.79","-2.15",2,"🟢 No clear drift"
"ACC0004007","15.74","0.02","-19.70","-0.15",2,"🟢 No clear drift"
"ACC0036171","15.70","-0.37","30.00","-6.69",2,"🟢 No clear drift"
"ACC0047144","15.61","-0.27","13.33","-0.36",2,"🟢 No clear drift"
"ACC0040862","15.57","-0.31","30.56","-3.77",2,"🟢 No clear drift"
"ACC0011323","15.54","-0.71","0.00","2.38",2,"🟢 No clear drift"
"ACC0023184","15.42","-0.73","16.67","-12.27",2,"🟢 No clear drift"
"ACC0027690","15.40","-1.20","20.00","-2.38",2,"🟢 No clear drift"
"ACC0003046","15.12","-0.50","33.33","-1.26",2,"🟢 No clear drift"
"ACC0039746","14.95","0.00","50.00","-0.48",2,"🟢 No clear drift"
"ACC0046459","14.94","-0.05","11.90","-1.51",2,"🟢 No clear drift"
"ACC0012819","14.91","-1.00","14.29","-1.20",2,"🟢 No clear drift"
"ACC0020133","14.88","-0.25","37.50","-0.48",2,"🟢 No clear drift"
"ACC0008771","14.66","0.11","-5.36","-1.07",2,"🟢 No clear drift"
"ACC0022838","14.65","0.17","-19.05","-0.03",2,"🟢 No clear drift"
"ACC0005574","14.65","-0.55","-9.09","1.40",2,"🟢 No clear drift"
"ACC0024613","14.60","-0.65","25.45","0.00",2,"🟢 No clear drift"
"ACC0025530","14.60","-0.46","40.00","-2.54",2,"🟢 No clear drift"
"ACC0038266","14.59","0.00","10.00","-3.86",2,"🟢 No clear drift"
"ACC0008004","14.55","0.57","-3.33","-0.32",2,"🟢 No clear drift"
"ACC0021110","14.49","-0.41","25.00","-10.79",2,"🟢 No clear drift"
"ACC0007180","14.39","-0.38","28.57","-1.06",2,"🟢 No clear drift"
"ACC0006310","14.36","-0.17","31.82","-0.62",2,"🟢 No clear drift"
"ACC0012995","14.28","-1.00","0.00","3.05",2,"🟢 No clear drift"
"ACC0040032","14.27","-0.40","-19.05","1.40",2,"🟢 No clear drift"
"ACC0000960","14.14","0.25","-4.17","-1.00",2,"🟢 No clear drift"
"ACC0048462","14.12","-0.17","16.67","-0.18",2,"🟢 No clear drift"
"ACC0048344","14.10","0.40","-21.43","-3.28",2,"🟢 No clear drift"
"ACC0019023","14.02","1.00","0.00","-3.36",2,"🟢 No clear drift"
"ACC0032206","13.98","-0.33","66.67","-0.74",2,"🟢 No clear drift"
"ACC0022005","13.95","-0.30","50.00","-2.26",2,"🟢 No clear drift"
"ACC0017973","13.92","-0.20","20.00","-0.99",2,"🟢 No clear drift"
"ACC0007951","13.89","-0.16","37.50","-3.53",2,"🟢 No clear drift"
"ACC0048346","13.83","-0.22","44.44","-1.74",2,"🟢 No clear drift"
"ACC0013749","13.72","-1.00","60.00","-4.40",2,"🟢 No clear drift"
"ACC0025412","13.70","0.13","0.00","-0.74",2,"🟢 No clear drift"
"ACC0005848","13.67","-0.33","9.52","-2.63",2,"🟢 No clear drift"
"ACC0013078","13.63","-1.22","31.94","-0.67",2,"🟢 No clear drift"
"ACC0023897","13.62","0.50","0.00","-3.75",2,"🟢 No clear drift"
"ACC0026445","13.53","-0.63","25.00","-0.53",2,"🟢 No clear drift"
"ACC0013388","13.40","-0.21","19.05","-0.31",2,"🟢 No clear drift"
"ACC0025213","13.28","-0.67","11.11","-0.77",2,"🟢 No clear drift"
"ACC0016643","13.22","-0.07","33.33","-0.35",2,"🟢 No clear drift"
"ACC0038156","13.13","0.00","0.00","1.55",2,"🟢 No clear drift"
"ACC0033831","13.08","-0.50","50.00","-4.86",2,"🟢 No clear drift"
"ACC0013116","13.06","-1.14","57.14","-0.45",2,"🟢 No clear drift"
"ACC0020778","13.06","-0.18","-9.09","1.20",2,"🟢 No clear drift"
"ACC0022598","13.02","-0.20","-26.67","4.65",2,"🟢 No clear drift"
"ACC0028358","12.95","-0.67","0.00","2.26",2,"🟢 No clear drift"
"ACC0034453","12.95","-0.17","16.67","-1.04",2,"🟢 No clear drift"
"ACC0019505","12.92","-0.80","0.00","3.85",2,"🟢 No clear drift"
"ACC0025521","12.86","-0.40","0.00","11.70",2,"🟢 No clear drift"
"ACC0026211","12.85","-0.67","25.00","-1.57",2,"🟢 No clear drift"
"ACC0036512","12.83","0.62","-2.38","-0.05",2,"🟢 No clear drift"
"ACC0036457","12.83","0.00","14.29","-0.80",2,"🟢 No clear drift"
"ACC0036351","12.66","-0.18","17.65","-1.90",2,"🟢 No clear drift"
"ACC0040093","12.47","-0.66","-2.22","1.09",2,"🟢 No clear drift"
"ACC0025725","12.41","0.00","37.50","-0.45",2,"🟢 No clear drift"
"ACC0021850","12.37","0.85","-2.78","-0.32",2,"🟢 No clear drift"
"ACC0023329","12.29","0.02","-1.10","-1.84",2,"🟢 No clear drift"
"ACC0002175","12.26","-0.14","28.57","-1.88",2,"🟢 No clear drift"
"ACC0007027","12.26","0.00","0.00","0.82",2,"🟢 No clear drift"
"ACC0034282","12.24","-0.67","-3.03","1.84",2,"🟢 No clear drift"
"ACC0008480","12.22","-0.30","33.33","-12.89",2,"🟢 No clear drift"
"ACC0009131","12.15","-0.67","16.67","-3.86",2,"🟢 No clear drift"
"ACC0019463","12.14","0.78","0.00","-0.06",2,"🟢 No clear drift"
"ACC0018910","12.04","0.00","0.00","0.89",2,"🟢 No clear drift"
"ACC0031556","12.02","-0.77","13.33","-0.57",2,"🟢 No clear drift"
"ACC0047743","11.98","-0.19","-7.14","0.18",2,"🟢 No clear drift"
"ACC0010545","11.93","-0.09","-17.86","1.53",2,"🟢 No clear drift"
"ACC0031778","11.92","-0.33","-16.67","0.71",2,"🟢 No clear drift"
"ACC0018311","11.90","-0.18","-19.12","0.28",2,"🟢 No clear drift"
"ACC0017613","11.83","-0.10","-23.33","0.30",2,"🟢 No clear drift"
"ACC0032536","11.81","1.22","-11.82","-14.98",2,"🟢 No clear drift"
"ACC0014007","11.81","-0.14","14.29","-0.19",2,"🟢 No clear drift"
"ACC0044412","11.78","-0.60","20.00","-2.96",2,"🟢 No clear drift"
"ACC0045783","11.78","0.80","-40.00","-3.11",2,"🟢 No clear drift"
"ACC0047080","11.77","-1.00","33.33","-17.01",2,"🟢 No clear drift"
"ACC0018065","11.76","-0.22","-11.11","0.10",2,"🟢 No clear drift"
"ACC0003229","11.74","0.20","-40.00","-5.78",2,"🟢 No clear drift"
"ACC0035471","11.70","0.00","40.00","-2.03",2,"🟢 No clear drift"
"ACC0034758","11.67","0.44","0.00","-0.09",2,"🟢 No clear drift"
"ACC0039770","11.67","0.04","-13.33","-0.39",2,"🟢 No clear drift"
"ACC0011781","11.67","0.00","20.00","-2.13",2,"🟢 No clear drift"
"ACC0036090","11.67","0.58","-8.33","-0.30",2,"🟢 No clear drift"
"ACC0034667","11.63","-0.39","23.21","-0.17",2,"🟢 No clear drift"
"ACC0019530","11.60","-1.30","46.67","-1.88",2,"🟢 No clear drift"
"ACC0033807","11.60","-0.08","41.67","-5.20",2,"🟢 No clear drift"
"ACC0016704","11.58","-0.40","60.00","-0.79",2,"🟢 No clear drift"
"ACC0021856","11.57","0.00","-14.29","0.31",2,"🟢 No clear drift"
"ACC0033978","11.55","0.71","-19.64","-1.21",2,"🟢 No clear drift"
"ACC0045231","11.52","-1.00","16.67","-0.80",2,"🟢 No clear drift"
"ACC0047859","11.52","-0.29","25.00","-2.18",2,"🟢 No clear drift"
"ACC0044720","11.48","0.00","-14.29","5.48",2,"🟢 No clear drift"
"ACC0039209","11.47","-0.27","13.33","-5.68",2,"🟢 No clear drift"
"ACC0025859","11.47","-0.50","0.00","1.11",2,"🟢 No clear drift"
"ACC0009493","11.37","0.00","0.00","0.02",2,"🟢 No clear drift"
"ACC0034733","11.34","-0.86","42.86","-2.25",2,"🟢 No clear drift"
"ACC0048271","11.33","-0.42","-7.35","0.03",2,"🟢 No clear drift"
"ACC0025761","11.31","-1.05","15.45","-0.95",2,"🟢 No clear drift"
"ACC0003974","11.29","-0.09","27.27","-4.13",2,"🟢 No clear drift"
"ACC0045562","11.28","-0.30","8.93","-0.46",2,"🟢 No clear drift"
"ACC0042251","11.26","-0.79","7.78","-0.45",2,"🟢 No clear drift"
"ACC0004476","11.25","-0.33","-16.67","0.54",2,"🟢 No clear drift"
"ACC0009138","11.22","-0.52","26.67","-4.07",2,"🟢 No clear drift"
"ACC0008605","11.18","0.59","-1.32","-1.24",2,"🟢 No clear drift"
"ACC0033446","11.17","0.83","-34.44","-2.36",2,"🟢 No clear drift"
"ACC0017657","11.14","-1.29","10.71","-1.43",2,"🟢 No clear drift"
"ACC0009183","11.14","-0.44","17.27","-2.80",2,"🟢 No clear drift"
"ACC0044178","11.08","-0.17","16.67","-5.41",2,"🟢 No clear drift"
"ACC0020205","11.07","-1.10","6.94","-4.14",2,"🟢 No clear drift"
"ACC0031712","11.03","-0.24","54.76","-1.04",2,"🟢 No clear drift"
"ACC0046067","11.02","0.00","11.11","-2.97",2,"🟢 No clear drift"
"ACC0008327","11.02","-0.40","0.00","0.44",2,"🟢 No clear drift"
"ACC0021621","11.00","-0.42","8.33","-7.43",2,"🟢 No clear drift"
"ACC0003946","11.00","-0.50","23.81","-0.54",2,"🟢 No clear drift"
"ACC0027094","10.97","-0.83","66.67","-2.47",2,"🟢 No clear drift"
"ACC0016855","10.92","-0.67","16.67","-12.08",2,"🟢 No clear drift"
"ACC0034665","10.88","-0.34","12.50","-1.77",2,"🟢 No clear drift"
"ACC0047823","10.82","-0.45","40.48","-2.92",2,"🟢 No clear drift"
"ACC0048392","10.81","-0.60","-10.00","0.31",2,"🟢 No clear drift"
"ACC0044328","10.79","-0.63","12.50","-4.43",2,"🟢 No clear drift"
"ACC0037099","10.79","-0.02","16.67","-0.35",2,"🟢 No clear drift"
"ACC0033829","10.77","-0.70","0.00","1.22",2,"🟢 No clear drift"
"ACC0010669","10.76","-0.22","-11.82","1.04",2,"🟢 No clear drift"
"ACC0041648","10.76","-0.44","22.22","-4.50",2,"🟢 No clear drift"
"ACC0004337","10.76","-0.33","22.73","-2.10",2,"🟢 No clear drift"
"ACC0030643","10.72","-0.33","10.00","-3.14",2,"🟢 No clear drift"
"ACC0036714","10.69","-0.38","12.50","-1.17",2,"🟢 No clear drift"
"ACC0019038","10.68","-0.53","10.00","-0.51",2,"🟢 No clear drift"
"ACC0042653","10.68","0.00","23.08","-1.91",2,"🟢 No clear drift"
"ACC0024448","10.65","-0.01","9.72","-0.09",2,"🟢 No clear drift"
"ACC0031840","10.62","-1.33","66.67","-1.72",2,"🟢 No clear drift"
"ACC0042685","10.61","-0.88","0.00","0.43",2,"🟢 No clear drift"
"ACC0034049","10.53","-1.17","33.33","-0.28",2,"🟢 No clear drift"
"ACC0017616","10.47","-0.31","-1.47","0.78",2,"🟢 No clear drift"
"ACC0019201","10.47","0.48","-4.76","-0.44",2,"🟢 No clear drift"
"ACC0040312","10.46","-0.50","12.50","-0.02",2,"🟢 No clear drift"
"ACC0043047","10.43","0.00","20.83","-0.79",2,"🟢 No clear drift"
"ACC0002361","10.42","0.33","0.00","-0.65",2,"🟢 No clear drift"
"ACC0000695","10.39","-0.63","12.50","-0.47",2,"🟢 No clear drift"
"ACC0001564","10.37","0.15","-7.69","-0.37",2,"🟢 No clear drift"
"ACC0007816","10.37","-0.23","50.00","-0.02",2,"🟢 No clear drift"
"ACC0033279","10.32","1.40","-20.00","-2.75",2,"🟢 No clear drift"
"ACC0004184","10.31","-0.20","16.67","-0.34",2,"🟢 No clear drift"
"ACC0006466","10.23","-0.08","8.33","-2.87",2,"🟢 No clear drift"
"ACC0004499","10.23","-0.67","-16.67","0.94",2,"🟢 No clear drift"
"ACC0043595","10.12","-0.89","-11.11","0.14",2,"🟢 No clear drift"
"ACC0036303","10.12","-0.21","10.34","-0.55",2,"🟢 No clear drift"
"ACC0030483","10.10","-0.81","13.19","-1.78",2,"🟢 No clear drift"
"ACC0004932","10.10","-0.74","-4.76","8.62",2,"🟢 No clear drift"
"ACC0000438","10.08","-0.33","44.44","-1.88",2,"🟢 No clear drift"
"ACC0047940","10.02","-0.64","40.91","-0.44",2,"🟢 No clear drift"
"ACC0002035","10.01","-0.36","0.00","5.26",2,"🟢 No clear drift"
"ACC0018721","9.98","0.60","0.00","-0.69",2,"🟢 No clear drift"
"ACC0015451","9.94","-0.23","7.69","-3.69",2,"🟢 No clear drift"
"ACC0044348","9.94","0.20","0.00","-1.30",2,"🟢 No clear drift"
"ACC0032713","9.93","-0.38","12.50","-1.22",2,"🟢 No clear drift"
"ACC0024978","9.93","0.02","-9.52","-0.15",2,"🟢 No clear drift"
"ACC0044743","9.86","-0.25","-1.79","0.13",2,"🟢 No clear drift"
"ACC0013098","9.86","0.40","0.00","-1.40",2,"🟢 No clear drift"
"ACC0019699","9.84","-0.12","26.19","-3.00",2,"🟢 No clear drift"
"ACC0042641","9.83","-1.10","-2.38","0.29",2,"🟢 No clear drift"
"ACC0045425","9.78","-0.96","23.21","-3.41",2,"🟢 No clear drift"
"ACC0015943","9.75","-1.60","28.57","-0.19",2,"🟢 No clear drift"
"ACC0035180","9.74","-0.04","-28.57","0.46",2,"🟢 No clear drift"
"ACC0035380","9.71","-0.90","-19.05","8.07",2,"🟢 No clear drift"
"ACC0042384","9.70","0.00","0.00","0.04",2,"🟢 No clear drift"
"ACC0013936","9.69","-0.14","14.29","-7.02",2,"🟢 No clear drift"
"ACC0007039","9.66","-0.19","17.78","-1.74",2,"🟢 No clear drift"
"ACC0001805","9.65","0.63","-12.50","-0.66",2,"🟢 No clear drift"
"ACC0003835","9.60","-0.83","16.67","-5.16",2,"🟢 No clear drift"
"ACC0002054","9.57","-0.56","33.33","-1.04",2,"🟢 No clear drift"
"ACC0015910","9.56","-0.33","42.50","-2.09",2,"🟢 No clear drift"
"ACC0031961","9.55","-0.57","28.57","-0.16",2,"🟢 No clear drift"
"ACC0009150","9.54","-0.22","22.22","-0.81",2,"🟢 No clear drift"
"ACC0039417","9.50","-0.08","7.78","-2.21",2,"🟢 No clear drift"
"ACC0004059","9.48","-1.20","0.00","0.33",2,"🟢 No clear drift"
"ACC0021974","9.48","-0.31","-7.35","0.07",2,"🟢 No clear drift"
"ACC0030003","9.47","0.23","-23.33","-0.67",2,"🟢 No clear drift"
"ACC0035190","9.46","-0.46","15.38","-0.71",2,"🟢 No clear drift"
"ACC0038493","9.44","1.17","-10.00","-2.24",2,"🟢 No clear drift"
"ACC0029514","9.42","0.00","6.67","-3.47",2,"🟢 No clear drift"
"ACC0040957","9.41","-0.59","17.65","-0.66",2,"🟢 No clear drift"
"ACC0016040","9.41","-0.50","10.00","-0.28",2,"🟢 No clear drift"
"ACC0037657","9.40","0.14","-28.57","-1.92",2,"🟢 No clear drift"
"ACC0011910","9.37","0.17","0.00","-0.35",2,"🟢 No clear drift"
"ACC0023939","9.37","-0.17","16.67","-0.44",2,"🟢 No clear drift"
"ACC0044457","9.37","-0.22","-11.11","1.12",2,"🟢 No clear drift"
"ACC0027455","9.35","-0.18","18.18","-2.50",2,"🟢 No clear drift"
"ACC0038384","9.33","-0.17","16.67","-0.08",2,"🟢 No clear drift"
"ACC0046104","9.30","0.93","-7.14","-1.03",2,"🟢 No clear drift"
"ACC0013038","9.30","-0.23","15.38","-2.48",2,"🟢 No clear drift"
"ACC0015652","9.24","-0.75","25.00","-0.32",2,"🟢 No clear drift"
"ACC0009803","9.22","-0.13","-1.92","0.13",2,"🟢 No clear drift"
"ACC0024279","9.22","-0.43","-35.71","0.48",2,"🟢 No clear drift"
"ACC0012751","9.20","-0.38","37.50","-0.57",2,"🟢 No clear drift"
"ACC0012481","9.20","-0.38","0.00","0.82",2,"🟢 No clear drift"
"ACC0013143","9.17","-0.71","0.00","4.46",2,"🟢 No clear drift"
"ACC0005175","9.16","-0.10","20.83","-0.86",2,"🟢 No clear drift"
"ACC0007533","9.15","-0.37","-3.64","0.41",2,"🟢 No clear drift"
"ACC0044194","9.13","-0.14","20.83","-2.54",2,"🟢 No clear drift"
